,Date,Open,High,Low,Close,Adj Close,Volume
66,2000-04-05,6800.0,6800.0,6800.0,6800.0,0.10082999999999999,0.0
67,2000-04-06,6860.0,6960.0,6680.0,6680.0,0.099051,47235000.0
68,2000-04-07,6860.0,7260.0,6780.0,7200.0,0.106762,42355000.0
69,2000-04-10,7500.0,7500.0,7200.0,7300.0,0.108244,35885000.0
70,2000-04-11,7200.0,7200.0,6950.0,7100.0,0.105279,29075000.0
71,2000-04-12,6960.0,7030.0,6860.0,6910.0,0.102461,35250000.0
72,2000-04-13,6910.0,6910.0,6910.0,6910.0,0.102461,0.0
73,2000-04-14,6600.0,6680.0,6260.0,6260.0,0.092823,62365000.0
74,2000-04-17,5420.0,5750.0,5340.0,5520.0,0.081851,78050000.0
75,2000-04-18,6200.0,6240.0,5860.0,6040.0,0.089561,73730000.0
76,2000-04-19,6300.0,6460.0,5860.0,6000.0,0.08896799999999999,60615000.0
77,2000-04-20,5960.0,6160.0,5920.0,6020.0,0.089265,37335000.0
78,2000-04-21,6060.0,6180.0,5970.0,6050.0,0.089709,26425000.0
79,2000-04-24,5970.0,6030.0,5760.0,5800.0,0.086002,27830000.0
80,2000-04-25,5620.0,5760.0,5520.0,5640.0,0.08363,34900000.0
81,2000-04-26,5820.0,5860.0,5600.0,5600.0,0.083037,39290000.0
82,2000-04-27,5520.0,5700.0,5400.0,5400.0,0.080071,54110000.0
83,2000-04-28,5500.0,6100.0,5460.0,6000.0,0.08896799999999999,75530000.0
84,2000-05-01,6000.0,6000.0,6000.0,6000.0,0.08896799999999999,0.0
85,2000-05-02,6200.0,6530.0,6120.0,6280.0,0.09312000000000001,72335000.0
86,2000-05-03,6240.0,6260.0,6090.0,6180.0,0.091637,26585000.0
87,2000-05-04,6220.0,6360.0,6140.0,6180.0,0.091637,26100000.0
88,2000-05-05,6180.0,6180.0,6180.0,6180.0,0.091637,0.0
89,2000-05-08,6400.0,6700.0,6300.0,6560.0,0.097272,52695000.0
90,2000-05-09,6560.0,6560.0,6560.0,6560.0,0.097272,0.0
91,2000-05-10,6320.0,6390.0,6270.0,6350.0,0.094158,27620000.0
92,2000-05-11,6350.0,6350.0,6350.0,6350.0,0.094158,0.0
93,2000-05-12,6420.0,6440.0,6160.0,6160.0,0.09134,47170000.0
94,2000-05-15,6290.0,6530.0,6220.0,6440.0,0.095492,47120000.0
95,2000-05-16,6510.0,6800.0,6510.0,6800.0,0.10082999999999999,39620000.0
96,2000-05-17,7000.0,7340.0,6920.0,6920.0,0.10260999999999999,76235000.0
97,2000-05-18,6740.0,7000.0,6680.0,6800.0,0.10082999999999999,36580000.0
98,2000-05-19,6740.0,6900.0,6600.0,6900.0,0.102313,41450000.0
99,2000-05-22,6720.0,6830.0,6620.0,6670.0,0.09890299999999999,36385000.0
100,2000-05-23,6500.0,6700.0,6350.0,6380.0,0.09460299999999999,41290000.0
101,2000-05-24,6160.0,6370.0,5920.0,6200.0,0.091934,72150000.0
102,2000-05-25,6330.0,6380.0,5930.0,6000.0,0.08896799999999999,85965000.0
103,2000-05-26,5900.0,5990.0,5600.0,5600.0,0.083037,67100000.0
104,2000-05-29,5260.0,5680.0,5240.0,5460.0,0.080961,67130000.0
105,2000-05-30,5460.0,5460.0,5460.0,5460.0,0.080961,0.0
106,2000-05-31,6000.0,6290.0,5960.0,6160.0,0.09134,83935000.0
107,2000-06-01,6200.0,6410.0,6120.0,6300.0,0.093416,50230000.0
108,2000-06-02,6690.0,6900.0,6510.0,6620.0,0.098161,84385000.0
109,2000-06-05,6920.0,6980.0,6680.0,6740.0,0.099941,48010000.0
110,2000-06-06,6740.0,6740.0,6740.0,6740.0,0.099941,0.0
111,2000-06-07,6600.0,6980.0,6510.0,6800.0,0.10082999999999999,53365000.0
112,2000-06-08,6660.0,6960.0,6530.0,6530.0,0.096827,58550000.0
113,2000-06-09,6600.0,7040.0,6530.0,7020.0,0.104093,63860000.0
114,2000-06-12,7200.0,7280.0,7030.0,7190.0,0.10661300000000001,49515000.0
115,2000-06-13,7060.0,7100.0,6870.0,7060.0,0.10468599999999999,42495000.0
116,2000-06-14,7230.0,7640.0,7090.0,7640.0,0.11328599999999998,63020000.0
117,2000-06-15,7560.0,7560.0,7000.0,7000.0,0.103796,61225000.0
118,2000-06-16,6900.0,6960.0,6710.0,6740.0,0.099941,66455000.0
119,2000-06-19,6600.0,6950.0,6550.0,6700.0,0.099348,53560000.0
120,2000-06-20,6940.0,7180.0,6830.0,7140.0,0.10587200000000001,59790000.0
121,2000-06-21,7300.0,7380.0,7070.0,7080.0,0.10498199999999999,37585000.0
122,2000-06-22,7240.0,7270.0,6960.0,7040.0,0.10438900000000001,33635000.0
123,2000-06-23,6980.0,7010.0,6860.0,7000.0,0.103796,29215000.0
124,2000-06-26,7100.0,7360.0,6990.0,7210.0,0.10690999999999999,39980000.0
125,2000-06-27,7320.0,7440.0,7190.0,7310.0,0.108393,45535000.0
126,2000-06-28,7220.0,7540.0,7220.0,7520.0,0.111507,47295000.0
127,2000-06-29,7600.0,7740.0,7380.0,7490.0,0.111062,61120000.0
128,2000-06-30,7440.0,7540.0,7290.0,7380.0,0.109431,35250000.0
129,2000-07-03,7440.0,7550.0,7420.0,7500.0,0.11120999999999999,25975000.0
130,2000-07-04,7600.0,7620.0,7350.0,7350.0,0.10898599999999999,32810000.0
131,2000-07-05,7390.0,7520.0,7350.0,7430.0,0.110172,24895000.0
132,2000-07-06,7240.0,7350.0,7180.0,7300.0,0.108244,60340000.0
133,2000-07-07,7340.0,7460.0,7230.0,7360.0,0.109134,40580000.0
134,2000-07-10,7440.0,7630.0,7410.0,7600.0,0.112693,42505000.0
135,2000-07-11,7580.0,7740.0,7450.0,7450.0,0.11046900000000001,34945000.0
136,2000-07-12,7520.0,7660.0,7460.0,7640.0,0.11328599999999998,40140000.0
137,2000-07-13,7700.0,7880.0,7570.0,7760.0,0.11506500000000001,48805000.0
138,2000-07-14,7780.0,7840.0,7540.0,7550.0,0.111951,30425000.0
139,2000-07-17,7550.0,7550.0,7550.0,7550.0,0.111951,0.0
140,2000-07-18,7550.0,7620.0,7440.0,7460.0,0.11061700000000001,19605000.0
141,2000-07-19,7550.0,7620.0,7440.0,7460.0,0.11061700000000001,19605000.0
142,2000-07-20,7060.0,7110.0,6840.0,6900.0,0.102313,40315000.0
143,2000-07-21,6960.0,7050.0,6760.0,6920.0,0.10260999999999999,48395000.0
144,2000-07-24,6640.0,6740.0,6360.0,6380.0,0.09460299999999999,49015000.0
145,2000-07-25,6310.0,6400.0,6120.0,6280.0,0.09312000000000001,56735000.0
146,2000-07-26,6400.0,6580.0,6360.0,6550.0,0.097123,54745000.0
147,2000-07-27,6220.0,6360.0,6100.0,6230.0,0.092378,43540000.0
148,2000-07-28,5800.0,5910.0,5710.0,5730.0,0.084964,83035000.0
149,2000-07-31,5730.0,5910.0,5550.0,5900.0,0.08748500000000001,46615000.0
150,2000-08-01,5960.0,6270.0,5870.0,6220.0,0.09222999999999999,53120000.0
151,2000-08-02,6100.0,6170.0,5930.0,6070.0,0.09000599999999999,37190000.0
152,2000-08-03,6180.0,6180.0,5970.0,6030.0,0.089413,27815000.0
153,2000-08-04,5930.0,6010.0,5850.0,5920.0,0.087782,23605000.0
154,2000-08-07,5740.0,5770.0,5580.0,5580.0,0.08274,28765000.0
155,2000-08-08,5660.0,5750.0,5570.0,5580.0,0.08274,33475000.0
156,2000-08-09,5680.0,6040.0,5680.0,6000.0,0.08896799999999999,39570000.0
157,2000-08-10,6000.0,6160.0,5860.0,6160.0,0.09134,40830000.0
158,2000-08-11,6000.0,6070.0,5880.0,5960.0,0.088375,33840000.0
159,2000-08-14,6060.0,6160.0,6000.0,6020.0,0.089265,23730000.0
160,2000-08-15,6020.0,6020.0,6020.0,6020.0,0.089265,0.0
161,2000-08-16,6500.0,6530.0,6330.0,6420.0,0.095196,51915000.0
162,2000-08-17,6480.0,6560.0,6340.0,6440.0,0.095492,36345000.0
163,2000-08-18,6500.0,6520.0,6200.0,6200.0,0.091934,21370000.0
164,2000-08-21,6200.0,6340.0,6190.0,6270.0,0.092972,20950000.0
165,2000-08-22,6260.0,6470.0,6240.0,6460.0,0.095789,27710000.0
166,2000-08-23,6450.0,6450.0,6160.0,6190.0,0.091785,27905000.0
167,2000-08-24,6260.0,6300.0,6100.0,6220.0,0.09222999999999999,31700000.0
168,2000-08-25,6180.0,6400.0,6110.0,6400.0,0.094899,21960000.0
169,2000-08-28,6340.0,6380.0,6260.0,6330.0,0.093861,17630000.0
170,2000-08-29,6320.0,6380.0,6160.0,6220.0,0.09222999999999999,16765000.0
171,2000-08-30,6140.0,6190.0,6020.0,6030.0,0.089413,23735000.0
172,2000-08-31,5900.0,5900.0,5380.0,5470.0,0.081109,114120000.0
173,2000-09-01,5540.0,5600.0,5420.0,5540.0,0.082147,49955000.0
174,2000-09-04,5440.0,5550.0,5310.0,5340.0,0.079182,28625000.0
175,2000-09-05,5260.0,5340.0,5030.0,5150.0,0.076364,79765000.0
176,2000-09-06,5200.0,5280.0,5090.0,5150.0,0.076364,53120000.0
177,2000-09-07,4940.0,4980.0,4760.0,4790.0,0.071026,83905000.0
178,2000-09-08,4900.0,4930.0,4790.0,4880.0,0.072361,57170000.0
179,2000-09-11,4880.0,4880.0,4880.0,4880.0,0.072361,0.0
180,2000-09-12,4880.0,4880.0,4880.0,4880.0,0.072361,0.0
181,2000-09-13,4880.0,4880.0,4880.0,4880.0,0.072361,0.0
182,2000-09-14,4600.0,4710.0,4440.0,4710.0,0.06984,106130000.0
183,2000-09-15,4500.0,4620.0,4300.0,4350.0,0.064502,82695000.0
184,2000-09-18,4010.0,4120.0,3700.0,3970.0,0.058866999999999996,146305000.0
185,2000-09-19,3990.0,4370.0,3900.0,4160.0,0.061684,100525000.0
186,2000-09-20,4600.0,4660.0,4460.0,4600.0,0.068209,103410000.0
187,2000-09-21,4590.0,4660.0,4320.0,4400.0,0.065243,65445000.0
188,2000-09-22,3840.0,4050.0,3780.0,3800.0,0.056346,103265000.0
189,2000-09-25,3880.0,4110.0,3840.0,4090.0,0.060647,65985000.0
190,2000-09-26,3900.0,4040.0,3900.0,4000.0,0.059312000000000004,58430000.0
191,2000-09-27,4000.0,4100.0,3960.0,4030.0,0.059757000000000005,69795000.0
192,2000-09-28,4100.0,4190.0,4030.0,4060.0,0.060202,52470000.0
193,2000-09-29,4120.0,4120.0,3940.0,4040.0,0.05990499999999999,57535000.0
194,2000-10-02,3840.0,3880.0,3760.0,3810.0,0.056495000000000004,41120000.0
195,2000-10-03,3810.0,3810.0,3810.0,3810.0,0.056495000000000004,0.0
196,2000-10-04,3700.0,3950.0,3590.0,3890.0,0.057680999999999996,82635000.0
197,2000-10-05,4020.0,4080.0,3940.0,3940.0,0.058422,62745000.0
198,2000-10-06,3800.0,3900.0,3760.0,3900.0,0.057829,54935000.0
199,2000-10-09,3820.0,3840.0,3680.0,3690.0,0.054715,63195000.0
200,2000-10-10,3700.0,3810.0,3590.0,3660.0,0.054270000000000006,62145000.0
201,2000-10-11,3450.0,3460.0,3210.0,3220.0,0.047746,103605000.0
202,2000-10-12,3140.0,3280.0,3140.0,3140.0,0.046560000000000004,79535000.0
203,2000-10-13,3000.0,3090.0,2830.0,3030.0,0.044929000000000004,115295000.0
204,2000-10-16,3030.0,3030.0,3030.0,3030.0,0.044929000000000004,0.0
205,2000-10-17,2980.0,3080.0,2730.0,2740.0,0.040629000000000005,65300000.0
206,2000-10-18,2540.0,2760.0,2420.0,2730.0,0.04048,164215000.0
207,2000-10-19,2730.0,3050.0,2690.0,2900.0,0.043001,137720000.0
208,2000-10-20,3240.0,3330.0,3190.0,3330.0,0.049377,118825000.0
209,2000-10-23,3490.0,3520.0,3160.0,3200.0,0.04745,139960000.0
210,2000-10-24,3180.0,3420.0,3100.0,3340.0,0.049526,97115000.0
211,2000-10-25,3200.0,3260.0,3130.0,3210.0,0.047598,68730000.0
212,2000-10-26,2930.0,3030.0,2740.0,2890.0,0.042852999999999995,133290000.0
213,2000-10-27,2890.0,2890.0,2890.0,2890.0,0.042852999999999995,0.0
214,2000-10-30,2800.0,2880.0,2720.0,2750.0,0.040777,36830000.0
215,2000-10-31,2750.0,2850.0,2630.0,2850.0,0.04226,63190000.0
216,2000-11-01,3000.0,3270.0,2960.0,3260.0,0.048339,94165000.0
217,2000-11-02,3200.0,3430.0,3170.0,3320.0,0.049229,123180000.0
218,2000-11-03,3420.0,3470.0,3370.0,3440.0,0.051008,80420000.0
219,2000-11-06,3460.0,3670.0,3380.0,3510.0,0.052046,71865000.0
220,2000-11-07,3460.0,3550.0,3380.0,3440.0,0.051008,53740000.0
221,2000-11-08,3400.0,3460.0,3280.0,3410.0,0.050563,58215000.0
222,2000-11-09,3300.0,3430.0,3260.0,3400.0,0.050414999999999995,52305000.0
223,2000-11-10,3360.0,3440.0,3320.0,3380.0,0.050119,35140000.0
224,2000-11-13,3220.0,3260.0,3100.0,3150.0,0.046708,51070000.0
225,2000-11-14,3210.0,3320.0,3210.0,3290.0,0.048783999999999994,31755000.0
226,2000-11-15,3450.0,3460.0,3320.0,3390.0,0.050267,55720000.0
227,2000-11-16,3400.0,3420.0,3250.0,3280.0,0.048636,37420000.0
228,2000-11-17,3180.0,3230.0,3150.0,3220.0,0.047746,36225000.0
229,2000-11-20,3160.0,3210.0,3100.0,3100.0,0.045967,26795000.0
230,2000-11-21,3080.0,3170.0,2970.0,3160.0,0.046856,51620000.0
231,2000-11-22,3100.0,3220.0,3080.0,3140.0,0.046560000000000004,37710000.0
232,2000-11-23,3140.0,3260.0,3140.0,3210.0,0.047598,44645000.0
233,2000-11-24,3310.0,3400.0,3270.0,3400.0,0.050414999999999995,45530000.0
234,2000-11-27,3600.0,3800.0,3570.0,3780.0,0.05605,100220000.0
235,2000-11-28,3650.0,3650.0,3500.0,3520.0,0.052195000000000005,59770000.0
236,2000-11-29,3300.0,3350.0,3200.0,3220.0,0.047746,54300000.0
237,2000-11-30,3220.0,3290.0,3150.0,3240.0,0.048043,63315000.0
238,2000-12-01,3080.0,3220.0,3040.0,3180.0,0.047153,96425000.0
239,2000-12-04,3220.0,3250.0,3080.0,3100.0,0.045967,51875000.0
240,2000-12-05,3160.0,3250.0,3120.0,3240.0,0.048043,58400000.0
241,2000-12-06,3410.0,3430.0,3210.0,3210.0,0.047598,95890000.0
242,2000-12-07,3210.0,3260.0,3160.0,3260.0,0.048339,43020000.0
243,2000-12-08,3260.0,3390.0,3260.0,3370.0,0.04997,47575000.0
244,2000-12-11,3480.0,3630.0,3480.0,3580.0,0.053084000000000006,70575000.0
245,2000-12-12,3580.0,3650.0,3500.0,3500.0,0.051898,73745000.0
246,2000-12-13,3500.0,3780.0,3500.0,3780.0,0.05605,84140000.0
247,2000-12-14,3620.0,3680.0,3560.0,3620.0,0.053676999999999996,66965000.0
248,2000-12-15,3620.0,3640.0,3480.0,3490.0,0.05175,52960000.0
249,2000-12-18,3500.0,3590.0,3490.0,3560.0,0.052788,34350000.0
250,2000-12-19,3560.0,3570.0,3510.0,3530.0,0.052342999999999994,25445000.0
251,2000-12-20,3420.0,3450.0,3320.0,3340.0,0.049526,53675000.0
252,2000-12-21,3120.0,3300.0,3070.0,3240.0,0.048043,76625000.0
253,2000-12-22,3240.0,3300.0,3130.0,3140.0,0.046560000000000004,63760000.0
255,2000-12-26,3230.0,3240.0,3160.0,3160.0,0.046856,60430000.0
256,2000-12-27,3160.0,3160.0,3160.0,3160.0,0.046856,0.0
257,2000-12-28,3160.0,3160.0,3160.0,3160.0,0.046856,0.0
258,2000-12-29,3160.0,3160.0,3160.0,3160.0,0.046856,0.0
259,2001-01-01,3160.0,3160.0,3160.0,3160.0,0.046856,0.0
260,2001-01-02,3160.0,3380.0,3140.0,3350.0,0.049674,39455000.0
261,2001-01-03,3230.0,3420.0,3220.0,3370.0,0.04997,37855000.0
262,2001-01-04,3790.0,3870.0,3660.0,3780.0,0.05605,119910000.0
263,2001-01-05,3760.0,3920.0,3700.0,3900.0,0.057829,78135000.0
264,2001-01-08,3820.0,3910.0,3780.0,3880.0,0.057533,42295000.0
265,2001-01-09,3830.0,3860.0,3710.0,3840.0,0.05694,46280000.0
266,2001-01-10,3780.0,3810.0,3700.0,3710.0,0.055012,41235000.0
267,2001-01-11,3790.0,3790.0,3640.0,3640.0,0.053974,31410000.0
268,2001-01-12,3800.0,3890.0,3770.0,3840.0,0.05694,52900000.0
269,2001-01-15,3860.0,4020.0,3840.0,3920.0,0.058126,51460000.0
270,2001-01-16,3960.0,4200.0,3850.0,4140.0,0.061388,52065000.0
271,2001-01-17,4060.0,4240.0,4060.0,4220.0,0.062574,52570000.0
272,2001-01-18,4240.0,4530.0,4240.0,4400.0,0.065243,57685000.0
273,2001-01-19,4700.0,4700.0,4520.0,4600.0,0.068209,54245000.0
274,2001-01-22,4600.0,4600.0,4470.0,4550.0,0.067467,42250000.0
278,2001-01-26,4450.0,4480.0,3970.0,3980.0,0.059015,91025000.0
279,2001-01-29,4000.0,4100.0,3960.0,4020.0,0.059609,47245000.0
280,2001-01-30,4100.0,4170.0,4070.0,4110.0,0.060943,39350000.0
281,2001-01-31,4090.0,4400.0,4090.0,4400.0,0.065243,53045000.0
282,2001-02-01,4270.0,4420.0,4190.0,4270.0,0.063316,39730000.0
283,2001-02-02,4290.0,4390.0,4220.0,4290.0,0.063612,27330000.0
284,2001-02-05,4170.0,4200.0,3990.0,4030.0,0.059757000000000005,47135000.0
285,2001-02-06,3980.0,4020.0,3910.0,4010.0,0.05946,31545000.0
286,2001-02-07,3960.0,3990.0,3900.0,3900.0,0.057829,23130000.0
287,2001-02-08,3920.0,4060.0,3890.0,4060.0,0.060202,34685000.0
288,2001-02-09,4040.0,4100.0,3980.0,4070.0,0.06035,25230000.0
289,2001-02-12,3840.0,4050.0,3840.0,3970.0,0.058866999999999996,36110000.0
290,2001-02-13,4040.0,4100.0,3970.0,3980.0,0.059015,22295000.0
291,2001-02-14,3920.0,4040.0,3900.0,3980.0,0.059015,19710000.0
292,2001-02-15,4200.0,4210.0,4100.0,4130.0,0.061239999999999996,34930000.0
293,2001-02-16,4150.0,4310.0,4130.0,4250.0,0.063019,46375000.0
294,2001-02-19,4180.0,4210.0,4100.0,4190.0,0.062129,22880000.0
295,2001-02-20,4190.0,4280.0,4180.0,4240.0,0.06287100000000001,18175000.0
296,2001-02-21,4160.0,4200.0,4140.0,4160.0,0.061684,19500000.0
297,2001-02-22,4080.0,4100.0,3940.0,4010.0,0.05946,43605000.0
298,2001-02-23,3920.0,3970.0,3830.0,3840.0,0.05694,76855000.0
299,2001-02-26,3850.0,3860.0,3780.0,3840.0,0.05694,35665000.0
300,2001-02-27,3840.0,3940.0,3790.0,3790.0,0.056198000000000005,38695000.0
301,2001-02-28,3700.0,3780.0,3700.0,3740.0,0.055457000000000006,28715000.0
302,2001-03-01,3740.0,3740.0,3740.0,3740.0,0.055457000000000006,0.0
303,2001-03-02,3700.0,3700.0,3580.0,3610.0,0.05352899999999999,44500000.0
304,2001-03-05,3530.0,3720.0,3530.0,3720.0,0.05516,24620000.0
305,2001-03-06,3820.0,3850.0,3760.0,3800.0,0.056346,25500000.0
306,2001-03-07,3960.0,4010.0,3900.0,4000.0,0.059312000000000004,52640000.0
307,2001-03-08,3950.0,4010.0,3910.0,4010.0,0.05946,31360000.0
308,2001-03-09,3940.0,3940.0,3820.0,3840.0,0.05694,30800000.0
309,2001-03-12,3700.0,3760.0,3650.0,3670.0,0.054419,38610000.0
310,2001-03-13,3570.0,3650.0,3540.0,3640.0,0.053974,33815000.0
312,2001-03-15,3790.0,3930.0,3760.0,3920.0,0.058126,29370000.0
313,2001-03-16,3880.0,3920.0,3830.0,3890.0,0.057680999999999996,23315000.0
314,2001-03-19,3810.0,3880.0,3770.0,3800.0,0.056346,24865000.0
315,2001-03-20,3900.0,3920.0,3820.0,3820.0,0.05664299999999999,21455000.0
316,2001-03-21,3720.0,3900.0,3700.0,3870.0,0.057384000000000004,40550000.0
317,2001-03-22,3980.0,3990.0,3920.0,3980.0,0.059015,37465000.0
318,2001-03-23,4090.0,4370.0,4080.0,4300.0,0.06376,91755000.0
319,2001-03-26,4400.0,4430.0,4340.0,4340.0,0.064354,42870000.0
320,2001-03-27,4300.0,4310.0,4120.0,4150.0,0.061536,31345000.0
321,2001-03-28,4260.0,4260.0,4150.0,4150.0,0.061536,26075000.0
322,2001-03-29,4090.0,4180.0,4040.0,4090.0,0.060647,29920000.0
323,2001-03-30,4110.0,4170.0,4040.0,4160.0,0.061684,30100000.0
324,2001-04-02,4040.0,4100.0,3960.0,3990.0,0.059164,39140000.0
325,2001-04-03,3810.0,3870.0,3790.0,3800.0,0.056346,46070000.0
326,2001-04-04,3700.0,3740.0,3630.0,3660.0,0.054270000000000006,62280000.0
327,2001-04-05,3660.0,3660.0,3660.0,3660.0,0.054270000000000006,0.0
328,2001-04-06,3960.0,3960.0,3780.0,3840.0,0.05694,85290000.0
329,2001-04-09,3790.0,3810.0,3710.0,3710.0,0.055012,25840000.0
330,2001-04-10,3710.0,3740.0,3610.0,3640.0,0.053974,39175000.0
331,2001-04-11,3780.0,3800.0,3720.0,3720.0,0.05516,44515000.0
332,2001-04-12,3940.0,4090.0,3900.0,4010.0,0.05946,73660000.0
333,2001-04-13,4100.0,4150.0,4030.0,4060.0,0.060202,38840000.0
334,2001-04-16,4060.0,4080.0,3940.0,3940.0,0.058422,10200000.0
335,2001-04-17,3920.0,4020.0,3850.0,3970.0,0.058866999999999996,16815000.0
336,2001-04-18,4110.0,4280.0,4070.0,4280.0,0.06346399999999999,47790000.0
337,2001-04-19,4620.0,4920.0,4580.0,4700.0,0.06969199999999999,131305000.0
338,2001-04-20,4720.0,4780.0,4490.0,4490.0,0.066578,44905000.0
339,2001-04-23,4490.0,4610.0,4470.0,4540.0,0.067319,31785000.0
340,2001-04-24,4410.0,4420.0,4330.0,4400.0,0.065243,31185000.0
341,2001-04-25,4340.0,4520.0,4320.0,4520.0,0.067023,26345000.0
342,2001-04-26,4340.0,4520.0,4320.0,4520.0,0.067023,26345000.0
343,2001-04-27,4410.0,4450.0,4310.0,4340.0,0.064354,21695000.0
344,2001-04-30,4460.0,4620.0,4410.0,4580.0,0.067912,38225000.0
345,2001-05-01,4580.0,4580.0,4580.0,4580.0,0.067912,0.0
